Time[s], Channel 0
0.29194, 1
0.29196, 0
0.29197, 1
0.29201, 0
0.29202, 1
0.29204, 0
0.29205, 1
0.29206, 0
0.29207, 1
0.29209, 0
0.29210, 1
0.29212, 0
0.29213, 1
0.29214, 0
0.29215, 1
0.29217, 0
0.29218, 1
0.29220, 0
0.29221, 1
0.29222, 0
0.29223, 1
0.29225, 0
0.29226, 1
0.29230, 0
0.29231, 1
0.29233, 0
0.29234, 1
0.29235, 0
0.29236, 1
0.29238, 0
0.29239, 1
0.29241, 0
0.29242, 1
0.29243, 0
0.29244, 1
0.29246, 0
0.29247, 1
0.29249, 0
0.29250, 1
0.29251, 0
0.29252, 1
0.29254, 0
0.29255, 1
0.29259, 0
0.29260, 1
0.29262, 0
0.29263, 1
0.29267, 0
0.29268, 1
0.29270, 0
0.29271, 1
0.29272, 0
0.29273, 1
0.29275, 0
0.29276, 1
0.29278, 0
0.29279, 1
0.29280, 0
0.29281, 1
0.29283, 0
0.29284, 1
0.29288, 0
0.29289, 1
0.29291, 0
0.29292, 1
0.29296, 0
0.29297, 1
0.29299, 0
0.29300, 1
0.29301, 0
0.29302, 1
0.29304, 0
0.29305, 1
0.29307, 0
0.29308, 1
0.29309, 0
0.29310, 1
0.29312, 0
0.29313, 1
0.29315, 0
0.29316, 1
0.29317, 0
0.29318, 1
0.29320, 0
0.29321, 1
0.29325, 0
0.29326, 1
0.29328, 0
0.29329, 1
0.29330, 0
0.29331, 1
0.29333, 0
0.29334, 1
0.29336, 0
0.29337, 1
0.29338, 0
0.29339, 1
0.29341, 0
0.29342, 1
0.29344, 0
0.29345, 1
0.29346, 0
0.29347, 1
0.29349, 0
0.29350, 1
0.29354, 0
0.29355, 1
0.29357, 0
0.29358, 1
0.29359, 0
0.29360, 1
0.29362, 0
0.29363, 1
0.29365, 0
0.29366, 1
0.29367, 0
0.29368, 1
0.29370, 0
0.29371, 1
0.29373, 0
0.29374, 1
0.29375, 0
0.29376, 1
0.29378, 0
0.29379, 1
0.29383, 0
0.29384, 1
0.29386, 0
0.29387, 1
0.29388, 0
0.29389, 1
0.29391, 0
0.29392, 1
0.29394, 0
0.29395, 1
0.29396, 0
0.29397, 1
0.29399, 0
0.29400, 1
0.29402, 0
0.29403, 1
0.29404, 0
0.29405, 1
0.29407, 0
0.29408, 1
0.29410, 0
0.29411, 1
0.29412, 0
0.29413, 1
0.29415, 0
0.29416, 1
0.29420, 0
0.29421, 1
0.29423, 0
0.29424, 1
0.29425, 0
0.29426, 1
0.29428, 0
0.29653, 1
0.29655, 0
0.29656, 1
0.29657, 0
0.29658, 1
0.29660, 0
0.29661, 1
0.29665, 0
0.29666, 1
0.29668, 0
0.29669, 1
0.29670, 0
0.29671, 1
0.29673, 0
0.29674, 1
0.29676, 0
0.29677, 1
0.29678, 0
0.29679, 1
0.29681, 0
0.29682, 1
0.29684, 0
0.29685, 1
0.29686, 0
0.29687, 1
0.29689, 0
0.29690, 1
0.29694, 0
0.29695, 1
0.29697, 0
0.29698, 1
0.29699, 0
0.29700, 1
0.29702, 0
0.29703, 1
0.29705, 0
0.29706, 1
0.29707, 0
0.29708, 1
0.29710, 0
0.39310, 1
0.39311, 0
0.39312, 1
0.39314, 0
0.39315, 1
0.39317, 0
0.39318, 1
0.39319, 0
0.39320, 1
0.39322, 0
0.39323, 1
0.39327, 0
0.39328, 1
0.39330, 0
0.39331, 1
0.39332, 0
0.39333, 1
0.39335, 0
0.39336, 1
0.39338, 0
0.39339, 1
0.39340, 0
0.39341, 1
0.39343, 0
0.39344, 1
0.39346, 0
0.39347, 1
0.39348, 0
0.39349, 1
0.39351, 0
0.39352, 1
0.39356, 0
0.39357, 1
0.39359, 0
0.39360, 1
0.39361, 0
0.39362, 1
0.39364, 0
0.39365, 1
0.39367, 0
0.39368, 1
0.39369, 0
0.39370, 1
0.39372, 0
0.39373, 1
0.39375, 0
0.39376, 1
0.39377, 0
0.39378, 1
0.39380, 0
0.39381, 1
0.39385, 0
0.39386, 1
0.39388, 0
0.39389, 1
0.39390, 0
0.39391, 1
0.39393, 0
0.39394, 1
0.39396, 0
0.39397, 1
0.39398, 0
0.39399, 1
0.39401, 0
0.39402, 1
0.39404, 0
0.39405, 1
0.39406, 0
0.39407, 1
0.39409, 0
0.39410, 1
0.39414, 0
0.39415, 1
0.39417, 0
0.39418, 1
0.39419, 0
0.39420, 1
0.39422, 0
0.39423, 1
0.39425, 0
0.39426, 1
0.39427, 0
0.39428, 1
0.39430, 0
0.39431, 1
0.39433, 0
0.39434, 1
0.39435, 0
0.39436, 1
0.39438, 0
0.39439, 1
0.39443, 0
0.39444, 1
0.39446, 0
0.39447, 1
0.39448, 0
0.39449, 1
0.39451, 0
0.39452, 1
0.39454, 0
0.39455, 1
0.39456, 0
0.39457, 1
0.39459, 0
0.39460, 1
0.39462, 0
0.39463, 1
0.39464, 0
0.39465, 1
0.39467, 0
0.39468, 1
0.39472, 0
0.39473, 1
0.39475, 0
0.39476, 1
0.39477, 0
0.39478, 1
0.39480, 0
0.39481, 1
0.39483, 0
0.39484, 1
0.39485, 0
0.39486, 1
0.39488, 0
0.39489, 1
0.39491, 0
0.39492, 1
0.39493, 0
0.39494, 1
0.39496, 0
0.39497, 1
0.39501, 0
0.39502, 1
0.39504, 0
0.39505, 1
0.39506, 0
0.39507, 1
0.39509, 0
0.39510, 1
0.39512, 0
0.39513, 1
0.39514, 0
0.39515, 1
0.39517, 0
0.39518, 1
0.39520, 0
0.39521, 1
0.39522, 0
0.39523, 1
0.39525, 0
0.39526, 1
0.39530, 0
0.39531, 1
0.39533, 0
0.39534, 1
0.39538, 0
0.39539, 1
0.39541, 0
0.39542, 1
0.39543, 0
0.39544, 1
0.39546, 0
0.39547, 1
0.39549, 0
0.39550, 1
0.39551, 0
0.39552, 1
0.39554, 0
0.39555, 1
0.39559, 0
0.39560, 1
0.39562, 0
0.39563, 1
0.39564, 0
0.39565, 1
0.39567, 0
0.39568, 1
0.39570, 0
0.39571, 1
0.39572, 0
0.39573, 1
0.39575, 0
0.39576, 1
0.39578, 0
0.39579, 1
0.39580, 0
0.39581, 1
0.39583, 0
0.39584, 1
0.39588, 0
0.39589, 1
0.39591, 0
0.39592, 1
0.39593, 0
0.39594, 1
0.39596, 0
0.39597, 1
0.39599, 0
0.39600, 1
0.39601, 0
0.39602, 1
0.39604, 0
0.39605, 1
0.39607, 0
0.39608, 1
0.39609, 0
0.39610, 1
0.39612, 0
0.39613, 1
0.39615, 0
0.39616, 1
0.39617, 0
0.39618, 1
0.39620, 0
0.39621, 1
0.39625, 0
0.39626, 1
0.39628, 0
0.39629, 1
0.39630, 0
0.39631, 1
0.39633, 0
0.39634, 1
0.39636, 0
0.39637, 1
0.39638, 0
0.39639, 1
0.39641, 0
0.39642, 1
0.39644, 0
0.39645, 1
0.39646, 0
0.39647, 1
0.39649, 0
0.39650, 1
0.39654, 0
0.39655, 1
0.39657, 0
0.39658, 1
0.39659, 0
0.39660, 1
0.39662, 0
0.39663, 1
0.39665, 0
0.39666, 1
0.39667, 0
0.39668, 1
0.39670, 0
0.39671, 1
0.39673, 0
0.39674, 1
0.39675, 0
0.39676, 1
0.39678, 0
0.39679, 1
0.39683, 0
0.39684, 1
0.39686, 0
0.39687, 1
0.39688, 0
0.39689, 1
0.39691, 0
0.39692, 1
0.39694, 0
0.39695, 1
0.39696, 0
0.39697, 1
0.39699, 0
0.39700, 1
0.39702, 0
0.39703, 1
0.39704, 0
0.39705, 1
0.39707, 0
0.39708, 1
0.39712, 0
0.39713, 1
0.39715, 0
0.39716, 1
0.39717, 0
0.39718, 1
0.39720, 0
0.39721, 1
0.39723, 0
0.39724, 1
0.39725, 0
0.39726, 1
0.39728, 0
0.39729, 1
0.39731, 0
0.39732, 1
0.39733, 0
0.39734, 1
0.39736, 0
0.39737, 1
0.39741, 0
0.39742, 1
0.39744, 0
0.39745, 1
0.39746, 0
0.39747, 1
0.39749, 0
0.39750, 1
0.39752, 0
0.39753, 1
0.39754, 0
0.39755, 1
0.39757, 0
0.39758, 1
0.39760, 0
0.39761, 1
0.39762, 0
0.39763, 1
0.39765, 0
0.39766, 1
0.39768, 0
0.39769, 1
0.39770, 0
0.39771, 1
0.39773, 0
0.39774, 1
0.39778, 0
0.39779, 1
0.39781, 0
0.39782, 1
0.39783, 0
0.39784, 1
0.39786, 0
0.39787, 1
0.39789, 0
0.39790, 1
0.39791, 0
0.39792, 1
0.39794, 0
0.39795, 1
0.39797, 0
0.39798, 1
0.39799, 0
0.39800, 1
0.39802, 0
0.39803, 1
0.39807, 0
0.39808, 1
0.39810, 0
0.39811, 1
0.39812, 0
0.39813, 1
0.39815, 0
0.39816, 1
0.39818, 0
0.39819, 1
0.39820, 0
0.39821, 1
0.39823, 0
0.39824, 1
0.39826, 0
0.39827, 1
0.39828, 0
0.39829, 1
0.39831, 0
0.39832, 1
0.39836, 0
0.39837, 1
0.39839, 0
0.39840, 1
0.39841, 0
0.39842, 1
0.39844, 0
0.39845, 1
0.39847, 0
0.39848, 1
0.39849, 0
0.39850, 1
0.39852, 0
0.39853, 1
0.39855, 0
0.39856, 1
0.39857, 0
0.39858, 1
0.39860, 0
0.39861, 1
0.39865, 0
0.39866, 1
0.39868, 0
0.39869, 1
0.39873, 0
0.39874, 1
0.39876, 0
0.39877, 1
0.39878, 0
0.39879, 1
0.39881, 0
0.39882, 1
0.39884, 0
0.39885, 1
0.39886, 0
0.39887, 1
0.39889, 0
0.39890, 1
0.39892, 0
0.39893, 1
0.39894, 0
0.39895, 1
0.39897, 0
0.39898, 1
0.39902, 0
0.39903, 1
0.39905, 0
0.39906, 1
0.39907, 0
0.39908, 1
0.39910, 0
0.39911, 1
0.39913, 0
0.39914, 1
0.39915, 0
0.39916, 1
0.39918, 0
0.39919, 1
0.39921, 0
0.39922, 1
0.39923, 0
0.39924, 1
0.39926, 0
0.39927, 1
0.39928, 0
0.39929, 1
0.39931, 0
0.39932, 1
0.39934, 0
0.39935, 1
0.39939, 0
0.39940, 1
0.39942, 0
0.39943, 1
0.39944, 0
0.39945, 1
0.39947, 0
0.39948, 1
0.39950, 0
0.39951, 1
0.39952, 0
0.39953, 1
0.39955, 0
0.39956, 1
0.39960, 0
0.39961, 1
0.39963, 0
0.39964, 1
0.39965, 0
0.39966, 1
0.39968, 0
0.39969, 1
0.39971, 0
0.39972, 1
0.39973, 0
0.39974, 1
0.39976, 0
0.39977, 1
0.39979, 0
0.39980, 1
0.39981, 0
0.39982, 1
0.39984, 0
0.39985, 1
0.39989, 0
0.39990, 1
0.39992, 0
0.39993, 1
0.39997, 0
0.39998, 1
0.40000, 0
0.40001, 1
0.40002, 0
0.40003, 1
0.40005, 0
0.40006, 1
0.40008, 0
0.40009, 1
0.40010, 0
0.40011, 1
0.40013, 0
0.40014, 1
0.40016, 0
0.40017, 1
0.40018, 0
0.40019, 1
0.40021, 0
0.40022, 1
0.40026, 0
0.40027, 1
0.40029, 0
0.40030, 1
0.40031, 0
0.40032, 1
0.40034, 0
0.40035, 1
0.40037, 0
0.40038, 1
0.40039, 0
0.40040, 1
0.40042, 0
0.40043, 1
0.40045, 0
0.40046, 1
0.40047, 0
0.40048, 1
0.40050, 0
0.40051, 1
0.40052, 0
0.40053, 1
0.40055, 0
0.40056, 1
0.40058, 0
0.40059, 1
0.40060, 0
0.40061, 1
0.40063, 0
0.40064, 1
0.40066, 0
0.40067, 1
0.40068, 0
0.40069, 1
0.40071, 0
0.40072, 1
0.40074, 0
0.40075, 1
0.40076, 0
0.40077, 1
0.40079, 0
0.40080, 1
0.40084, 0
0.40085, 1
0.40087, 0
0.40088, 1
0.40089, 0
0.40090, 1
0.40092, 0
0.40093, 1
0.40095, 0
0.40096, 1
0.40097, 0
0.40098, 1
0.40100, 0
0.40101, 1
0.40103, 0
0.40104, 1
0.40105, 0
0.40106, 1
0.40108, 0
0.40109, 1
0.40111, 0
0.40112, 1
0.40113, 0
0.40114, 1
0.40116, 0
0.40117, 1
0.40121, 0
0.40122, 1
0.40124, 0
0.40125, 1
0.40126, 0
0.40127, 1
0.40129, 0
0.40130, 1
0.40132, 0
0.40133, 1
0.40134, 0
0.40135, 1
0.40137, 0
0.40138, 1
0.40140, 0
0.40141, 1
0.40142, 0
0.40143, 1
0.40145, 0
0.40146, 1
0.40150, 0
0.40151, 1
0.40153, 0
0.40154, 1
0.40155, 0
0.40156, 1
0.40158, 0
0.40159, 1
0.40161, 0
0.40162, 1
0.40163, 0
0.40164, 1
0.40166, 0
0.40167, 1
0.40169, 0
0.40170, 1
0.40171, 0
0.40172, 1
0.40174, 0
0.40175, 1
0.40179, 0
0.40180, 1
0.40182, 0
0.40183, 1
0.40184, 0
0.40185, 1
0.40187, 0
0.40188, 1
0.40190, 0
0.40191, 1
0.40192, 0
0.40193, 1
0.40195, 0
0.40196, 1
0.40198, 0
0.40199, 1
0.40200, 0
0.40201, 1
0.40203, 0
0.40204, 1
0.40206, 0
0.40207, 1
0.40208, 0
0.40209, 1
0.40211, 0
0.40436, 1
0.40440, 0
0.40441, 1
0.40443, 0
0.40444, 1
0.40445, 0
0.40446, 1
0.40448, 0
0.40449, 1
0.40451, 0
0.40452, 1
0.40453, 0
0.40454, 1
0.40456, 0
0.40457, 1
0.40461, 0
0.40462, 1
0.40464, 0
0.40465, 1
0.40469, 0
0.40470, 1
0.40472, 0
0.40473, 1
0.40474, 0
0.40475, 1
0.40477, 0
0.40478, 1
0.40480, 0
0.40481, 1
0.40482, 0
0.40483, 1
0.40485, 0
0.40486, 1
0.40490, 0
0.40491, 1
0.40493, 0
0.50093, 1
0.50097, 0
0.50098, 1
0.50100, 0
0.50101, 1
0.50105, 0
0.50106, 1
0.50108, 0
0.50109, 1
0.50110, 0
0.50111, 1
0.50113, 0
0.50114, 1
0.50116, 0
0.50117, 1
0.50118, 0
0.50119, 1
0.50121, 0
0.50122, 1
0.50126, 0
0.50127, 1
0.50129, 0
0.50130, 1
0.50131, 0
0.50132, 1
0.50134, 0
0.50135, 1
0.50137, 0
0.50138, 1
0.50139, 0
0.50140, 1
0.50142, 0
0.50143, 1
0.50147, 0
0.50148, 1
0.50150, 0
0.50151, 1
0.50155, 0
0.50156, 1
0.50158, 0
0.50159, 1
0.50160, 0
0.50161, 1
0.50163, 0
0.50164, 1
0.50166, 0
0.50167, 1
0.50168, 0
0.50169, 1
0.50171, 0
0.50172, 1
0.50176, 0
0.50177, 1
0.50179, 0
0.50180, 1
0.50184, 0
0.50185, 1
0.50187, 0
0.50188, 1
0.50189, 0
0.50190, 1
0.50192, 0
0.50193, 1
0.50195, 0
0.50196, 1
0.50197, 0
0.50198, 1
0.50200, 0
0.50201, 1
0.50205, 0
0.50206, 1
0.50208, 0
0.50209, 1
0.50213, 0
0.50214, 1
0.50216, 0
0.50217, 1
0.50218, 0
0.50219, 1
0.50221, 0
0.50222, 1
0.50224, 0
0.50225, 1
0.50226, 0
0.50227, 1
0.50229, 0
0.50230, 1
0.50234, 0
0.50235, 1
0.50237, 0
0.50238, 1
0.50242, 0
0.50243, 1
0.50245, 0
0.50246, 1
0.50247, 0
0.50248, 1
0.50250, 0
0.50251, 1
0.50253, 0
0.50254, 1
0.50255, 0
0.50256, 1
0.50258, 0
0.50259, 1
0.50263, 0
0.50264, 1
0.50266, 0
0.50267, 1
0.50271, 0
0.50272, 1
0.50274, 0
0.50275, 1
0.50276, 0
0.50277, 1
0.50279, 0
0.50280, 1
0.50282, 0
0.50283, 1
0.50284, 0
0.50285, 1
0.50287, 0
0.50288, 1
0.50292, 0
0.50293, 1
0.50295, 0
0.50296, 1
0.50300, 0
0.50301, 1
0.50303, 0
0.50304, 1
0.50305, 0
0.50306, 1
0.50308, 0
0.50309, 1
0.50311, 0
0.50312, 1
0.50313, 0
0.50314, 1
0.50316, 0
0.50317, 1
0.50319, 0
0.50320, 1
0.50321, 0
0.50322, 1
0.50324, 0
0.50325, 1
0.50329, 0
0.50330, 1
0.50332, 0
0.50333, 1
0.50334, 0
0.50335, 1
0.50337, 0
0.50338, 1
0.50340, 0
0.50341, 1
0.50342, 0
0.50343, 1
0.50345, 0
0.50346, 1
0.50348, 0
0.50349, 1
0.50350, 0
0.50351, 1
0.50353, 0
0.50354, 1
0.50358, 0
0.50359, 1
0.50361, 0
0.50362, 1
0.50363, 0
0.50364, 1
0.50366, 0
0.50367, 1
0.50369, 0
0.50370, 1
0.50371, 0
0.50372, 1
0.50374, 0
0.50375, 1
0.50377, 0
0.50378, 1
0.50379, 0
0.50380, 1
0.50382, 0
0.50383, 1
0.50387, 0
0.50388, 1
0.50390, 0
0.50391, 1
0.50392, 0
0.50393, 1
0.50395, 0
0.50396, 1
0.50398, 0
0.50399, 1
0.50400, 0
0.50401, 1
0.50403, 0
0.50404, 1
0.50406, 0
0.50407, 1
0.50408, 0
0.50409, 1
0.50411, 0
0.50412, 1
0.50416, 0
0.50417, 1
0.50419, 0
0.50420, 1
0.50421, 0
0.50422, 1
0.50424, 0
0.50425, 1
0.50427, 0
0.50428, 1
0.50429, 0
0.50430, 1
0.50432, 0
0.50433, 1
0.50435, 0
0.50436, 1
0.50437, 0
0.50438, 1
0.50440, 0
0.50441, 1
0.50445, 0
0.50446, 1
0.50448, 0
0.50449, 1
0.50450, 0
0.50451, 1
0.50453, 0
0.50454, 1
0.50456, 0
0.50457, 1
0.50458, 0
0.50459, 1
0.50461, 0
0.50462, 1
0.50464, 0
0.50465, 1
0.50466, 0
0.50467, 1
0.50469, 0
0.50470, 1
0.50474, 0
0.50475, 1
0.50477, 0
0.50478, 1
0.50482, 0
0.50483, 1
0.50485, 0
0.50486, 1
0.50487, 0
0.50488, 1
0.50490, 0
0.50491, 1
0.50493, 0
0.50494, 1
0.50495, 0
0.50496, 1
0.50498, 0
0.50499, 1
0.50503, 0
0.50504, 1
0.50506, 0
0.50507, 1
0.50511, 0
0.50512, 1
0.50514, 0
0.50515, 1
0.50516, 0
0.50517, 1
0.50519, 0
0.50520, 1
0.50522, 0
0.50523, 1
0.50524, 0
0.50525, 1
0.50527, 0
0.50528, 1
0.50530, 0
0.50531, 1
0.50532, 0
0.50533, 1
0.50535, 0
0.50536, 1
0.50540, 0
0.50541, 1
0.50543, 0
0.50544, 1
0.50545, 0
0.50546, 1
0.50548, 0
0.50549, 1
0.50551, 0
0.50552, 1
0.50553, 0
0.50554, 1
0.50556, 0
0.50557, 1
0.50559, 0
0.50560, 1
0.50561, 0
0.50562, 1
0.50564, 0
0.50565, 1
0.50569, 0
0.50570, 1
0.50572, 0
0.50573, 1
0.50574, 0
0.50575, 1
0.50577, 0
0.50578, 1
0.50580, 0
0.50581, 1
0.50582, 0
0.50583, 1
0.50585, 0
0.50586, 1
0.50588, 0
0.50589, 1
0.50590, 0
0.50591, 1
0.50593, 0
0.50594, 1
0.50598, 0
0.50599, 1
0.50601, 0
0.50602, 1
0.50606, 0
0.50607, 1
0.50609, 0
0.50610, 1
0.50611, 0
0.50612, 1
0.50614, 0
0.50615, 1
0.50617, 0
0.50618, 1
0.50619, 0
0.50620, 1
0.50622, 0
0.50623, 1
0.50627, 0
0.50628, 1
0.50630, 0
0.50631, 1
0.50635, 0
0.50636, 1
0.50638, 0
0.50639, 1
0.50640, 0
0.50641, 1
0.50643, 0
0.50644, 1
0.50646, 0
0.50647, 1
0.50648, 0
0.50649, 1
0.50651, 0
0.50652, 1
0.50656, 0
0.50657, 1
0.50659, 0
0.50660, 1
0.50661, 0
0.50662, 1
0.50664, 0
0.50665, 1
0.50667, 0
0.50668, 1
0.50669, 0
0.50670, 1
0.50672, 0
0.50673, 1
0.50675, 0
0.50676, 1
0.50677, 0
0.50678, 1
0.50680, 0
0.50681, 1
0.50683, 0
0.50684, 1
0.50685, 0
0.50686, 1
0.50688, 0
0.50689, 1
0.50693, 0
0.50694, 1
0.50696, 0
0.50697, 1
0.50698, 0
0.50699, 1
0.50701, 0
0.50702, 1
0.50704, 0
0.50705, 1
0.50706, 0
0.50707, 1
0.50709, 0
0.50710, 1
0.50712, 0
0.50713, 1
0.50714, 0
0.50715, 1
0.50717, 0
0.50718, 1
0.50722, 0
0.50723, 1
0.50725, 0
0.50726, 1
0.50727, 0
0.50728, 1
0.50730, 0
0.50731, 1
0.50733, 0
0.50734, 1
0.50735, 0
0.50736, 1
0.50738, 0
0.50739, 1
0.50741, 0
0.50742, 1
0.50743, 0
0.50744, 1
0.50746, 0
0.50747, 1
0.50751, 0
0.50752, 1
0.50754, 0
0.50755, 1
0.50759, 0
0.50760, 1
0.50762, 0
0.50763, 1
0.50764, 0
0.50765, 1
0.50767, 0
0.50768, 1
0.50770, 0
0.50771, 1
0.50772, 0
0.50773, 1
0.50775, 0
0.50776, 1
0.50778, 0
0.50779, 1
0.50780, 0
0.50781, 1
0.50783, 0
0.50784, 1
0.50785, 0
0.50786, 1
0.50788, 0
0.50789, 1
0.50791, 0
0.50792, 1
0.50793, 0
0.50794, 1
0.50796, 0
0.50797, 1
0.50799, 0
0.50800, 1
0.50801, 0
0.50802, 1
0.50804, 0
0.50805, 1
0.50807, 0
0.50808, 1
0.50809, 0
0.50810, 1
0.50812, 0
0.50813, 1
0.50817, 0
0.50818, 1
0.50820, 0
0.50821, 1
0.50822, 0
0.50823, 1
0.50825, 0
0.50826, 1
0.50828, 0
0.50829, 1
0.50830, 0
0.50831, 1
0.50833, 0
0.50834, 1
0.50836, 0
0.50837, 1
0.50838, 0
0.50839, 1
0.50841, 0
0.50842, 1
0.50846, 0
0.50847, 1
0.50849, 0
0.50850, 1
0.50851, 0
0.50852, 1
0.50854, 0
0.50855, 1
0.50857, 0
0.50858, 1
0.50859, 0
0.50860, 1
0.50862, 0
0.50863, 1
0.50865, 0
0.50866, 1
0.50867, 0
0.50868, 1
0.50870, 0
0.50871, 1
0.50873, 0
0.50874, 1
0.50875, 0
0.50876, 1
0.50878, 0
0.50879, 1
0.50883, 0
0.50884, 1
0.50886, 0
0.50887, 1
0.50888, 0
0.50889, 1
0.50891, 0
0.50892, 1
0.50894, 0
0.50895, 1
0.50896, 0
0.50897, 1
0.50899, 0
0.50900, 1
0.50902, 0
0.50903, 1
0.50904, 0
0.50905, 1
0.50907, 0
0.50908, 1
0.50912, 0
0.50913, 1
0.50915, 0
0.50916, 1
0.50917, 0
0.50918, 1
0.50920, 0
0.50921, 1
0.50923, 0
0.50924, 1
0.50925, 0
0.50926, 1
0.50928, 0
0.50929, 1
0.50931, 0
0.50932, 1
0.50933, 0
0.50934, 1
0.50936, 0
0.50937, 1
0.50941, 0
0.50942, 1
0.50944, 0
0.50945, 1
0.50949, 0
0.50950, 1
0.50952, 0
0.50953, 1
0.50954, 0
0.50955, 1
0.50957, 0
0.50958, 1
0.50960, 0
0.50961, 1
0.50962, 0
0.50963, 1
0.50965, 0
0.50966, 1
0.50968, 0
0.50969, 1
0.50970, 0
0.50971, 1
0.50973, 0
0.50974, 1
0.50975, 0
0.50976, 1
0.50978, 0
0.50979, 1
0.50981, 0
0.50982, 1
0.50983, 0
0.50984, 1
0.50986, 0
0.50987, 1
0.50989, 0
0.50990, 1
0.50991, 0
0.50992, 1
0.50994, 0
0.51219, 1
0.51223, 0
0.51224, 1
0.51226, 0
0.51227, 1
0.51228, 0
0.51229, 1
0.51231, 0
0.51232, 1
0.51234, 0
0.51235, 1
0.51236, 0
0.51237, 1
0.51239, 0
0.51240, 1
0.51242, 0
0.51243, 1
0.51244, 0
0.51245, 1
0.51247, 0
0.51248, 1
0.51252, 0
0.51253, 1
0.51255, 0
0.51256, 1
0.51260, 0
0.51261, 1
0.51263, 0
0.51264, 1
0.51265, 0
0.51266, 1
0.51268, 0
0.51269, 1
0.51271, 0
0.51272, 1
0.51273, 0
0.51274, 1
0.51276, 0
0.60875, 1
0.60877, 0
0.60878, 1
0.60880, 0
0.60881, 1
0.60882, 0
0.60883, 1
0.60885, 0
0.60886, 1
0.60890, 0
0.60891, 1
0.60893, 0
0.60894, 1
0.60898, 0
0.60899, 1
0.60901, 0
0.60902, 1
0.60903, 0
0.60904, 1
0.60906, 0
0.60907, 1
0.60911, 0
0.60912, 1
0.60914, 0
0.60915, 1
0.60919, 0
0.60920, 1
0.60922, 0
0.60923, 1
0.60924, 0
0.60925, 1
0.60927, 0
0.60928, 1
0.60930, 0
0.60931, 1
0.60932, 0
0.60933, 1
0.60935, 0
0.60936, 1
0.60940, 0
0.60941, 1
0.60943, 0
0.60944, 1
0.60945, 0
0.60946, 1
0.60948, 0
0.60949, 1
0.60951, 0
0.60952, 1
0.60953, 0
0.60954, 1
0.60956, 0
0.60957, 1
0.60959, 0
0.60960, 1
0.60961, 0
0.60962, 1
0.60964, 0
0.60965, 1
0.60969, 0
0.60970, 1
0.60972, 0
0.60973, 1
0.60974, 0
0.60975, 1
0.60977, 0
0.60978, 1
0.60980, 0
0.60981, 1
0.60982, 0
0.60983, 1
0.60985, 0
0.60986, 1
0.60988, 0
0.60989, 1
0.60990, 0
0.60991, 1
0.60993, 0
0.60994, 1
0.60998, 0
0.60999, 1
0.61001, 0
0.61002, 1
0.61006, 0
0.61007, 1
0.61009, 0
0.61010, 1
0.61011, 0
0.61012, 1
0.61014, 0
0.61015, 1
0.61017, 0
0.61018, 1
0.61019, 0
0.61020, 1
0.61022, 0
0.61023, 1
0.61027, 0
0.61028, 1
0.61030, 0
0.61031, 1
0.61032, 0
0.61033, 1
0.61035, 0
0.61036, 1
0.61038, 0
0.61039, 1
0.61040, 0
0.61041, 1
0.61043, 0
0.61044, 1
0.61046, 0
0.61047, 1
0.61048, 0
0.61049, 1
0.61051, 0
0.61052, 1
0.61056, 0
0.61057, 1
0.61059, 0
0.61060, 1
0.61064, 0
0.61065, 1
0.61067, 0
0.61068, 1
0.61069, 0
0.61070, 1
0.61072, 0
0.61073, 1
0.61075, 0
0.61076, 1
0.61077, 0
0.61078, 1
0.61080, 0
0.61081, 1
0.61085, 0
0.61086, 1
0.61088, 0
0.61089, 1
0.61090, 0
0.61091, 1
0.61093, 0
0.61094, 1
0.61096, 0
0.61097, 1
0.61098, 0
0.61099, 1
0.61101, 0
0.61102, 1
0.61104, 0
0.61105, 1
0.61106, 0
0.61107, 1
0.61109, 0
0.61110, 1
0.61114, 0
0.61115, 1
0.61117, 0
0.61118, 1
0.61119, 0
0.61120, 1
0.61122, 0
0.61123, 1
0.61125, 0
0.61126, 1
0.61127, 0
0.61128, 1
0.61130, 0
0.61131, 1
0.61133, 0
0.61134, 1
0.61135, 0
0.61136, 1
0.61138, 0
0.61139, 1
0.61143, 0
0.61144, 1
0.61146, 0
0.61147, 1
0.61148, 0
0.61149, 1
0.61151, 0
0.61152, 1
0.61154, 0
0.61155, 1
0.61156, 0
0.61157, 1
0.61159, 0
0.61160, 1
0.61162, 0
0.61163, 1
0.61164, 0
0.61165, 1
0.61167, 0
0.61168, 1
0.61172, 0
0.61173, 1
0.61175, 0
0.61176, 1
0.61177, 0
0.61178, 1
0.61180, 0
0.61181, 1
0.61183, 0
0.61184, 1
0.61185, 0
0.61186, 1
0.61188, 0
0.61189, 1
0.61191, 0
0.61192, 1
0.61193, 0
0.61194, 1
0.61196, 0
0.61197, 1
0.61199, 0
0.61200, 1
0.61201, 0
0.61202, 1
0.61204, 0
0.61205, 1
0.61206, 0
0.61207, 1
0.61209, 0
0.61210, 1
0.61212, 0
0.61213, 1
0.61214, 0
0.61215, 1
0.61217, 0
0.61218, 1
0.61220, 0
0.61221, 1
0.61222, 0
0.61223, 1
0.61225, 0
0.61226, 1
0.61228, 0
0.61229, 1
0.61230, 0
0.61231, 1
0.61233, 0
0.61234, 1
0.61238, 0
0.61239, 1
0.61241, 0
0.61242, 1
0.61243, 0
0.61244, 1
0.61246, 0
0.61247, 1
0.61249, 0
